date,spread
2022-09-26,0.7130000591278076
2022-09-27,0.7139999866485596
2022-09-28,0.47499990463256836
2022-09-29,0.5290000438690186
2022-09-30,0.623999834060669
2022-10-03,0.500999927520752
2022-10-04,0.3020000457763672
2022-10-05,0.4660000801086426
2022-10-06,0.5379998683929443
2022-10-07,0.5899999141693115
2022-10-10,0.6029999256134033
2022-10-11,0.5989999771118164
2022-10-12,0.3689999580383301
2022-10-13,0.3689999580383301
2022-10-14,0.382000207901001
2022-10-17,0.3269999027252197
2022-10-18,0.16499996185302734
2022-10-19,0.23399996757507324
2022-10-20,0.3359997272491455
2022-10-21,0.3279998302459717
2022-10-24,0.3210000991821289
2022-10-25,0.14299988746643066
2022-10-26,0.08499979972839355
2022-10-27,0.006999969482421875
2022-10-28,0.040000200271606445
2022-10-31,0.10200023651123047
2022-11-01,0.0019998550415039062
2022-11-02,0.03399991989135742
2022-11-03,0.0989999771118164
2022-11-04,0.14300012588500977
2022-11-07,0.23100018501281738
2022-11-08,0.03599977493286133
2022-11-09,0.05800008773803711
2022-11-10,-0.2259998321533203
2022-11-11,-0.2500002384185791
2022-11-14,-0.20299983024597168
2022-11-15,-0.33100008964538574
2022-11-16,-0.4330000877380371
2022-11-17,-0.3379998207092285
2022-11-18,-0.317000150680542
2022-11-21,-0.27300000190734863
2022-11-22,-0.440000057220459
2022-11-23,-0.493999719619751
2022-11-25,-0.48400020599365234
2022-11-28,-0.48000001907348633
2022-11-29,-0.5049998760223389
2022-11-30,-0.5499997138977051
2022-12-01,-0.6639997959136963
2022-12-02,-0.7020001411437988
2022-12-05,-0.5590000152587891
2022-12-06,-0.7069997787475586
2022-12-07,-0.7750000953674316
2022-12-08,-0.6590001583099365
2022-12-09,-0.6059999465942383
2022-12-12,-0.5570001602172852
2022-12-13,-0.7470002174377441
2022-12-14,-0.7169997692108154
2022-12-15,-0.7629997730255127
2022-12-16,-0.6809999942779541
2022-12-19,-0.5820000171661377
2022-12-20,-0.5460000038146973
2022-12-21,-0.5209999084472656
2022-12-22,-0.5390002727508545
2022-12-23,-0.4419999122619629
2022-12-27,-0.33500027656555176
2022-12-28,-0.45099973678588867
2022-12-29,-0.46000003814697266
2022-12-30,-0.381000280380249
2023-01-03,-0.46200013160705566
2023-01-04,-0.6909999847412109
2023-01-05,-0.7780001163482666
2023-01-06,-0.9240000247955322
2023-01-09,-0.9659998416900635
2023-01-10,-0.9440000057220459
2023-01-11,-1.000999927520752
2023-01-12,-1.0260000228881836
2023-01-13,-0.9769999980926514
2023-01-17,-0.9579999446868896
2023-01-18,-1.1550002098083496
2023-01-19,-1.128000020980835
2023-01-20,-1.0540001392364502
2023-01-23,-1.0099997520446777
2023-01-24,-1.1039998531341553
2023-01-25,-1.0830001831054688
2023-01-26,-1.0500001907348633
2023-01-27,-1.0299999713897705
2023-01-30,-0.9839997291564941
2023-01-31,-1.0410001277923584
2023-02-01,-1.122999906539917
2023-02-02,-1.1140003204345703
2023-02-03,-0.990999698638916
2023-02-06,-0.8989999294281006
2023-02-07,-0.8960001468658447
2023-02-08,-0.931999921798706
2023-02-09,-0.929999828338623
2023-02-10,-0.8910002708435059
2023-02-13,-0.9279999732971191
2023-02-14,-0.8989999294281006
2023-02-15,-0.8340001106262207
2023-02-16,-0.8220000267028809
2023-02-17,-0.8519997596740723
2023-02-21,-0.7330002784729004
2023-02-22,-0.7720000743865967
2023-02-23,-0.8110001087188721
2023-02-24,-0.754000186920166
2023-02-27,-0.7430000305175781
2023-02-28,-0.7940001487731934
2023-03-01,-0.7309999465942383
